ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0002706,regulation of lymphocyte mediated immunity,68/2403,221/18994,0.307692308,2.432088095,8.149602363,9.19E-13,1.03E-10,8.74E-11,Tnfsf4/Cd28/Pdcd1/Slamf1/Fcer1a/Slamf6/Il1r1/Ptprc/B2m/Cd40/Gata3/Rasgrp1/Sh2d1a/Il21/Cd1d1/Cd160/Il12a/Fcgr1/P2rx7/Il6/Clnk/Gimap3/Klrb1f/Clec2d/Klrk1/Klrc3/Klri1/Klri2/Klrb1a/Klrb1c/Klrb1b/Ptpn6/Lag3/Mill2/Spn/Calhm6/H60c/Ulbp1/Raet1e/H60b/Il27ra/Pnp/Il20rb/Ccr2/Parp3/Crtam/Lgals9/Tbx21/Serpinb9/Rsad2/Muc4/Tap1/Tap2/H2-M3/H2-K1/H2-D1/H2-Q1/H2-Q4/H2-Q6/H2-T10/H2-T26/H2-T3/Tnf/H2-T24/H2-T23/H2-T22/H2-Q7/Cd274,68
GO:0000070,mitotic sister chromatid segregation,61/2403,188/18994,0.324468085,2.564688643,8.205329523,1.06E-12,1.16E-10,9.86E-11,Nsl1/Nuf2/Kif14/Tpx2/Ncaph/Ube2c/Kif18a/Bub1b/Knl1/Nusap1/Knstrn/Bub1/Cenpi/Kif4/Cenpe/Psrc1/Cdc20/Cdca8/Smc2/Kif2c/Ncapg/Kntc1/Chek2/Ankrd53/Mad2l1/Ncapd2/Prc1/Plk1/Kif22/Usp44/Fbxo5/Cdk1/Misp/Atm/Ttk/Kif23/Spc24/Zwilch/Kif15/Kif18b/Ska2/Tex14/Haspin/Spag5/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Ncapg2/Gen1/Racgap1/Espl1/Spice1/Ndc80/Kifc5b/Kifc1/Uhrf1/Ska1/Cdca5/Kif11,61
GO:0046651,lymphocyte proliferation,89/2403,330/18994,0.26969697,2.131762065,7.893091328,1.41E-12,1.52E-10,1.30E-10,Tnfsf4/Cd28/Slamf1/Igfbp2/Slamf6/Zap70/Il10/Ptprc/Prkcq/Cd40/Nfatc2/Mapk8ip1/Rasgrp1/Cd40lg/Vcam1/Il21/Cd1d1/Il12a/Wnt4/Mpl/Pla2g2d/Ccl19/Tnfrsf14/P2rx7/Bst1/Fosl2/Card11/Il6/Tac1/Cd27/Ptpn6/Cd4/Cd19/Il27/Lmo1/Tarm1/Pycard/Spn/Flt3l/Zbtb32/Itgal/Cd79a/Siglecg/Zc3h12d/Psmb10/Il15/Ido1/Cd209c/Irs2/Il12rb1/Cd209a/Cd209e/Cd209d/Pnp/Tlr9/Atm/Il20rb/Ccr2/Cd3e/Crtam/Ikzf3/Lgals9/Slfn2/Slfn1/Ccl5/Slc4a1/Il13/Irf1/Irgm1/Btn2a2/Cd180/Ighd/Hes1/H2-DMb2/H2-DMb1/H2-Aa/H2-M3/Crip3/Rasal3/Aif1/Lst1/H2-T23/Cfb/Cd74/Cd274/Hells/Cd6/Anxa1/Ccdc88b,89
GO:0032943,mononuclear cell proliferation,90/2403,337/18994,0.267062315,2.110936996,7.831065607,1.93E-12,2.04E-10,1.73E-10,Tnfsf4/Cd28/Slamf1/Igfbp2/Slamf6/Zap70/Il10/Ptprc/Prkcq/Cd40/Nfatc2/Mapk8ip1/Rasgrp1/Cd40lg/Vcam1/Il21/Cd1d1/Il12a/Csf1/Wnt4/Mpl/Pla2g2d/Ccl19/Tnfrsf14/P2rx7/Bst1/Fosl2/Card11/Il6/Tac1/Cd27/Ptpn6/Cd4/Cd19/Il27/Lmo1/Tarm1/Pycard/Spn/Flt3l/Zbtb32/Itgal/Cd79a/Siglecg/Zc3h12d/Psmb10/Il15/Ido1/Cd209c/Irs2/Il12rb1/Cd209a/Cd209e/Cd209d/Pnp/Tlr9/Atm/Il20rb/Ccr2/Cd3e/Crtam/Ikzf3/Lgals9/Slfn2/Slfn1/Ccl5/Slc4a1/Il13/Irf1/Irgm1/Btn2a2/Cd180/Ighd/Hes1/H2-DMb2/H2-DMb1/H2-Aa/H2-M3/Crip3/Rasal3/Aif1/Lst1/H2-T23/Cfb/Cd74/Cd274/Hells/Cd6/Anxa1/Ccdc88b,90
GO:0002758,innate immune response-activating signaling pathway,80/2403,286/18994,0.27972028,2.210989177,7.853205926,2.53E-12,2.63E-10,2.23E-10,Rab7b/Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Ifih1/Fcnb/Nmi/Fcna/Nr1h3/Tasl/Tlr7/Tlr2/Alpk1/Tifa/Gbp5/Gbp2/S100a8/S100a9/S100a14/Smpdl3b/Ppt1/Tlr12/Rigi/Gfi1/Oas1h/Oas1g/Oas1a/Oas3/Oas1e/Oas1b/Oasl1/Kcnj8/Nod1/Klrk1/Klrc3/Klri1/Klri2/Tnip3/Pycard/Trim30a/Irf7/Nepn/Tlr3/Irf2/Ddx60/Tlr11/Acod1/Lacc1/Tlr9/Cgas/Casp1/Casp4/Ifi35/Rnf135/Igtp/Irgm2/Scimp/Nlrp1a/Nlrp1b/Cd300ld3/Irf1/Aurkb/Irgm1/Dhx58/Tifab/Rsad2/Mefv/Eif2ak2/Tnf/Rnf125/Ticam2/Sting1/Cd14/Cd274/Pik3ap1/Unc93b1,80
GO:0032944,regulation of mononuclear cell proliferation,75/2403,262/18994,0.286259542,2.262677378,7.832282777,3.53E-12,3.61E-10,3.07E-10,Tnfsf4/Cd28/Slamf1/Igfbp2/Zap70/Il10/Ptprc/Prkcq/Cd40/Nfatc2/Mapk8ip1/Cd40lg/Vcam1/Il21/Cd1d1/Il12a/Csf1/Mpl/Pla2g2d/Ccl19/Tnfrsf14/Bst1/Card11/Il6/Tac1/Ptpn6/Cd4/Il27/Lmo1/Tarm1/Pycard/Spn/Flt3l/Itgal/Siglecg/Zc3h12d/Il15/Ido1/Cd209c/Irs2/Il12rb1/Cd209a/Cd209e/Cd209d/Pnp/Tlr9/Atm/Il20rb/Ccr2/Cd3e/Crtam/Ikzf3/Lgals9/Slfn1/Ccl5/Slc4a1/Il13/Irf1/Irgm1/Btn2a2/Ighd/Hes1/H2-DMb2/H2-DMb1/H2-Aa/H2-M3/Rasal3/Aif1/Lst1/H2-T23/Cd74/Cd274/Cd6/Anxa1/Ccdc88b,75
GO:0050670,regulation of lymphocyte proliferation,74/2403,257/18994,0.287937743,2.275942361,7.83763397,3.60E-12,3.61E-10,3.07E-10,Tnfsf4/Cd28/Slamf1/Igfbp2/Zap70/Il10/Ptprc/Prkcq/Cd40/Nfatc2/Mapk8ip1/Cd40lg/Vcam1/Il21/Cd1d1/Il12a/Mpl/Pla2g2d/Ccl19/Tnfrsf14/Bst1/Card11/Il6/Tac1/Ptpn6/Cd4/Il27/Lmo1/Tarm1/Pycard/Spn/Flt3l/Itgal/Siglecg/Zc3h12d/Il15/Ido1/Cd209c/Irs2/Il12rb1/Cd209a/Cd209e/Cd209d/Pnp/Tlr9/Atm/Il20rb/Ccr2/Cd3e/Crtam/Ikzf3/Lgals9/Slfn1/Ccl5/Slc4a1/Il13/Irf1/Irgm1/Btn2a2/Ighd/Hes1/H2-DMb2/H2-DMb1/H2-Aa/H2-M3/Rasal3/Aif1/Lst1/H2-T23/Cd74/Cd274/Cd6/Anxa1/Ccdc88b,74
GO:0002228,natural killer cell mediated immunity,37/2403,87/18994,0.425287356,3.361593028,8.402156375,3.68E-12,3.64E-10,3.09E-10,Fcgr4/Slamf6/Rasgrp1/Sh2d1a/Il21/Cd160/Cd2/Il12a/Rnf19b/Clnk/Gimap3/Klrb1f/Clec2d/Klrk1/Klrc3/Klri1/Klri2/Klrb1a/Klrb1c/Klrb1b/Ptpn6/Lag3/Nkg7/Calhm6/H60c/Ulbp1/Raet1e/H60b/Gzmc/Gzmb/Crtam/Lgals9/Serpinb9/Tap1/Tap2/H2-M3/H2-T23,37
GO:0002696,positive regulation of leukocyte activation,96/2403,375/18994,0.256,2.023497295,7.618360946,5.14E-12,5.00E-10,4.25E-10,Dusp10/Tnfsf4/Cd28/Icos/Slamf1/Igfbp2/Pla2g4a/Zap70/Il10/Ptprc/Prkcq/B2m/Cd40/Nfatc2/Thbs1/Gata3/Il15ra/Rasgrp1/Cd40lg/Il2rg/Vcam1/Il21/Cd1d1/Cd160/Sirpd/Sirpb1a/Il12a/Lck/Mpl/Ccl19/Tnfrsf14/Stap1/Bst1/Card11/Il6/Gimap3/Klrk1/Tac1/Cd27/Cd4/Ctsc/Pycard/Kcnn4/Spn/Flt3l/Itgal/Ulbp1/Vnn1/Il15/Cd209c/Efnb2/Irs2/Il12rb1/Cd209e/Cd209d/Pnp/Tlr9/Thy1/Ccr2/Cd3e/Lgals9/Tbx21/Ccl5/Cd300lb/Slc4a1/Il13/Irf1/Ccl2/Irgm1/Btn2a2/Sox4/Ighd/Lgals1/Socs1/Hes1/H2-DMa/H2-DMb2/H2-DMb1/H2-Ob/H2-Ab1/H2-Aa/H2-Eb1/H2-M3/Rasal3/H2-Oa/H2-Eb2/Aif1/Tnf/H2-T23/Tslp/Cd74/Cd274/Cd5/Cd6/Anxa1/Ccdc88b,96
GO:0070661,leukocyte proliferation,95/2403,371/18994,0.25606469,2.024008624,7.580592213,6.54E-12,6.20E-10,5.27E-10,Stat4/Tnfsf4/Cd28/Slamf1/Igfbp2/Slamf6/Zap70/Il10/Ptprc/Prkcq/Cd40/Nfatc2/Mapk8ip1/Rasgrp1/Cd40lg/Vcam1/Il21/Cd1d1/Il12a/Csf1/Wnt4/Mpl/Pla2g2d/Ccl19/Tnfrsf14/P2rx7/Bst1/Fosl2/Card11/Il6/Tac1/Cd27/Ptpn6/Cd4/Cd19/Il27/Lmo1/Tarm1/Pycard/Spn/Flt3l/Zbtb32/Itgal/Cd79a/Siglecg/Zc3h12d/Psmb10/Il15/Junb/Ido1/Cd209c/Cx3cl1/Irs2/Il12rb1/Cd209a/Cd209e/Cd209d/Pnp/Tlr9/Atm/Il20rb/Ccr2/Cd3e/Crtam/Ikzf3/Lgals9/Slfn2/Slfn1/Ccl5/Slc4a1/Il13/Irf1/Irgm1/Btn2a2/Cd180/Ighd/Npr3/Hes1/H2-DMb2/H2-DMb1/H2-Aa/H2-M3/Crip3/Rasal3/Aif1/Lst1/H2-T23/Cfb/Cd74/Cd274/Hells/Cd6/Anxa1/Tcirg1/Ccdc88b,95
GO:0000280,nuclear division,108/2403,443/18994,0.243792325,1.927004337,7.513414598,6.59E-12,6.20E-10,5.27E-10,Mybl1/Sgo2a/Nsl1/Cd28/Nuf2/Aspm/Kif14/Tpx2/Mastl/Ncaph/Ube2c/Kif18a/Aurka/Bub1b/Knl1/Rad51/Nusap1/Knstrn/Bub1/Btbd18/Edn3/Bmp7/Spo11/Cenpi/Kif4/Egf/Cenpe/Psrc1/Gpr3/Wnt4/Cdc20/Cdca8/Rad54b/Smc2/Rad54l/Kif2c/Cenps/Ncapg/Kntc1/Chek2/Rad51ap1/Ankrd53/Cyp26b1/Mad2l1/Hoxa13/Ncapd2/Fancd2/M1ap/Prc1/Mki67/Plk1/Ccne1/Kif22/Usp44/Fbxo5/Cdk1/Misp/Smpd3/Syce1l/Kctd19/Ankle1/Fanca/Calr/Cdca2/Atm/Ttk/Kif23/Spc24/Zwilch/Kif15/Ooep/Top2a/Kif18b/Brip1/Ska2/Tex14/Osm/Haspin/Fignl1/Sphk1/Spag5/Eme1/Aurkb/Birc5/Spdl1/Edn1/Trip13/Cks2/Ddx4/Ccnb1/Ncapg2/Gen1/Mov10l1/Racgap1/Espl1/Spice1/Sgo1/Ndc80/Kifc5b/Tnf/Chtf18/Kifc1/Uhrf1/Ska1/Majin/Tesmin/Cdca5/Kif11,108
GO:0002705,positive regulation of leukocyte mediated immunity,58/2403,181/18994,0.320441989,2.532865226,7.88590643,6.76E-12,6.22E-10,5.29E-10,Tnfsf4/Cd28/Slamf1/Fcer1a/Slamf6/Il1r1/Ptprc/B2m/Cd40/Gata3/Rasgrp1/Sh2d1a/Il21/Cd1d1/Cd160/Il12a/Fcgr1/Ptafr/Rigi/P2rx7/Stap1/Cxcl1/Il6/Clnk/Gimap3/Klrk1/Klrc3/Klri1/Klri2/Klrb1c/Lag3/Mill2/Cd177/H60c/Ulbp1/Raet1e/H60b/Pnp/Crtam/Scimp/Tbx21/Ccl2/Rsad2/Tap2/H2-M3/H2-K1/H2-D1/H2-Q1/H2-Q4/H2-Q6/H2-T10/H2-T26/H2-T3/Tnf/H2-T24/H2-T23/H2-T22/H2-Q7,58
GO:0050870,positive regulation of T cell activation,73/2403,255/18994,0.28627451,2.262795688,7.726225205,6.83E-12,6.22E-10,5.29E-10,Dusp10/Tnfsf4/Cd28/Icos/Slamf1/Igfbp2/Zap70/Ptprc/Prkcq/B2m/Gata3/Rasgrp1/Cd40lg/Il2rg/Vcam1/Il21/Cd1d1/Cd160/Sirpd/Sirpb1a/Il12a/Lck/Ccl19/Tnfrsf14/Card11/Il6/Gimap3/Cd27/Cd4/Pycard/Spn/Itgal/Vnn1/Il15/Cd209c/Efnb2/Il12rb1/Cd209e/Cd209d/Pnp/Thy1/Ccr2/Cd3e/Lgals9/Ccl5/Slc4a1/Irf1/Ccl2/Irgm1/Btn2a2/Sox4/Lgals1/Socs1/Hes1/H2-DMa/H2-DMb2/H2-DMb1/H2-Ob/H2-Ab1/H2-Aa/H2-Eb1/H2-M3/Rasal3/H2-Oa/H2-Eb2/Aif1/H2-T23/Cd74/Cd274/Cd5/Cd6/Anxa1/Ccdc88b,73
GO:0019885,antigen processing and presentation of endogenous peptide antigen via MHC class I,22/2403,36/18994,0.611111111,4.830397189,8.754597599,1.03E-11,9.26E-10,7.88E-10,B2m/Mill2/H60c/Ulbp1/Raet1e/H60b/Tap1/Tap2/H2-M3/Tapbp/H2-K1/H2-D1/H2-Q1/H2-Q4/H2-Q6/H2-T10/H2-T26/H2-T3/H2-T24/H2-T23/H2-T22/H2-Q7,22
GO:0071222,cellular response to lipopolysaccharide,71/2403,247/18994,0.287449393,2.272082299,7.658349539,1.07E-11,9.48E-10,8.06E-10,Stat1/Tnfsf4/Fcgr4/Il10/Vim/B2m/Nr1h3/Gata1/Gbp5/Gbp3/Gbp2b/Gbp2/Il12a/Ptafr/Pde4b/Gbp10/Gbp6/Gfi1/Stap1/Ppbp/Pf4/Cxcl3/Cxcl1/Cxcl2/Cxcl9/Cxcl10/Cxcl13/Il6/Serpine1/Klrk1/Tnip3/Pycard/Trim12a/Trim12c/Trim30c/Trim30a/Trim30d/Pde2a/Trim5/Cx3cl1/Irf8/Mir27a/Ednrb/Acod1/Epsti1/Tlr9/Camp/Ccr5/Mir26a-1/Plscr2/Cx3cr1/Casp1/Csf3/Nos2/Igtp/Irgm2/Scimp/Cd300lb/Ccl2/Irgm1/Cd180/Ly86/Pde4d/Tifab/Cmpk2/Tnf/Ticam2/Cd14/Casp7/Cd274/Cd6,71
GO:0002685,regulation of leukocyte migration,70/2403,242/18994,0.289256198,2.286363808,7.664522199,1.09E-11,9.48E-10,8.06E-10,Ccl20/Tnfsf4/Slamf1/Slamf8/Sele/Sell/Selp/Il1r1/Cxcr2/Itga4/Mmp9/Thbs1/Edn3/Cxcr3/Tlr2/Ptger3/Il12a/Csf1/S100a14/Ptafr/Ccl19/Tnfrsf14/Stap1/Bst1/Ppbp/Cxcl10/Ccl24/Cxcl13/Serpine1/Cd69/Klrk1/Ptn/Rarres2/C3ar1/Pycard/Spn/Ascl2/Smpd3/Cx3cl1/Gdf15/Plvap/Il27ra/Calr/Ptk2b/Gpr18/Thy1/Ccr2/Pdgfd/Cx3cr1/Lgals9/Gp1ba/Ccl5/Ccl3/Itga2b/Ccl2/Ccl7/Mmp28/Edn1/Cxcl14/Ccl28/Pgf/Gcsam/Apod/Trem1/Fpr2/Pla2g7/Ccr6/Aif1/Cd74/Anxa1,70
GO:0042267,natural killer cell mediated cytotoxicity,35/2403,82/18994,0.426829268,3.373780742,8.198156159,1.24E-11,1.06E-09,9.04E-10,Fcgr4/Slamf6/Rasgrp1/Sh2d1a/Il21/Cd160/Cd2/Il12a/Rnf19b/Gimap3/Klrb1f/Clec2d/Klrk1/Klrc3/Klri1/Klri2/Klrb1a/Klrb1c/Klrb1b/Ptpn6/Lag3/Nkg7/H60c/Ulbp1/Raet1e/H60b/Gzmc/Gzmb/Crtam/Lgals9/Serpinb9/Tap1/Tap2/H2-M3/H2-T23,35
GO:0050792,regulation of viral process,58/2403,184/18994,0.315217391,2.49156851,7.737401043,1.44E-11,1.22E-09,1.04E-09,Stat1/Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Sp100/Ifih1/Fcnb/Znfx1/Gbp7/Adar/Isg15/Trim14/Oas1h/Oas1g/Oas1a/Oas2/Oas3/Oas1e/Oas1b/Oasl2/Oasl1/Cd4/Isg20/Ifitm1/Ifitm3/Ifitm6/Trim34a/Trim12a/Trim12c/Trim30c/Trim30a/Trim30d/Trim5/Trim34b/Trim21/Cd209c/Bst2/N4bp1/Cd209e/Cd209d/Tmprss4/Top2a/Ccl5/Rsad2/Ly6e/Apobec3/Lgals1/Ciita/Mx2/Trim10/Eif2ak2/Tnf/Cd74/Fam111a,58
GO:0002221,pattern recognition receptor signaling pathway,76/2403,275/18994,0.276363636,2.184457307,7.529771967,1.69E-11,1.41E-09,1.20E-09,Rab7b/Ifi206/Ifi214/Ifi213/Ifi209/Ifi207/Mndal/Ifi203/Ifih1/Fcnb/Nmi/Fcna/Nr1h3/Tasl/Tlr7/Tlr2/Alpk1/Tifa/Gbp5/Gbp2/S100a8/S100a9/S100a14/Smpdl3b/Ppt1/Tlr12/Rigi/Gfi1/Oas1h/Oas1g/Oas1a/Oas3/Oas1e/Oas1b/Oasl1/Kcnj8/Nod1/Tnip3/Pycard/Trim30a/Irf7/Nepn/Tlr3/Irf2/Ddx60/Tlr11/Acod1/Lacc1/Tlr9/Cgas/Casp1/Casp4/Ifi35/Rnf135/Igtp/Irgm2/Scimp/Nlrp1a/Nlrp1b/Cd300ld3/Irf1/Aurkb/Irgm1/Dhx58/Tifab/Rsad2/Mefv/Eif2ak2/Tnf/Rnf125/Ticam2/Sting1/Cd14/Cd274/Pik3ap1/Unc93b1,76
GO:0006935,chemotaxis,107/2403,444/18994,0.240990991,1.904861791,7.342419026,1.75E-11,1.44E-09,1.23E-09,Ccl20/Ackr3/Gpr35/Fn1/Slamf1/Slamf9/Slamf8/Sell/Cxcr2/Cxcr1/Prkcq/Mmp9/Thbs1/Edn3/Cxcr3/Vcam1/Il12a/Csf1/S100a8/S100a9/S100a14/Ptafr/Pde4b/Epha7/Ccl19/Pdgfra/Stap1/Bst1/Ppbp/Pf4/Cxcl3/Cxcl1/Cxcl2/Cxcl9/Cxcl10/Ccl24/Cxcl13/Serpine1/Prok2/Klrk1/Ptpro/Alox5/Ptn/Lrtm2/Rarres2/C3ar1/Saa3/Trpm2/Mmp2/Ccl22/Cx3cl1/Ccl17/Efnb2/Calr/Fgfr1/Ednrb/Ptk2b/Gpr18/Ear1/Rnase2b/Ear6/Rnase2a/Robo3/Ephb1/Ccrl2/Xcr1/Ccr3/Ccr2/Ccr5/Ccr9/Cxcr6/Pdgfd/Cx3cr1/Fgf18/Lgals9/Ccl8/Ccl5/Ccl6/Ccl3/Ccl4/Ccl2/Ccl7/Ccl11/Mmp28/Edn1/Sema4d/Pde4d/Itga1/Cxcl14/Ccl28/Pgf/Agr2/Nr4a1/Retnlg/Casr/Trem1/Smoc2/Fpr2/Pla2g7/Ccr6/Aif1/Sema6b/Lox/Hbegf/Fgf1/Cd74/Anxa1,107
GO:0002687,positive regulation of leukocyte migration,54/2403,166/18994,0.325301205,2.571273859,7.738222669,1.86E-11,1.51E-09,1.28E-09,Ccl20/Tnfsf4/Slamf1/Sele/Sell/Selp/Il1r1/Cxcr2/Itga4/Mmp9/Thbs1/Edn3/Tlr2/Ptger3/Il12a/Csf1/S100a14/Ptafr/Ccl19/Tnfrsf14/Ppbp/Cxcl10/Ccl24/Cxcl13/Serpine1/Ptn/Rarres2/C3ar1/Pycard/Spn/Ascl2/Cx3cl1/Plvap/Calr/Ptk2b/Thy1/Ccr2/Pdgfd/Cx3cr1/Lgals9/Ccl5/Ccl3/Itga2b/Ccl2/Ccl7/Edn1/Cxcl14/Pgf/Trem1/Fpr2/Pla2g7/Ccr6/Aif1/Cd74,54
GO:0019883,antigen processing and presentation of endogenous antigen,23/2403,40/18994,0.575,4.544964628,8.541395885,2.06E-11,1.65E-09,1.40E-09,B2m/Cd1d1/Mill2/H60c/Ulbp1/Raet1e/H60b/Tap1/Tap2/H2-M3/Tapbp/H2-K1/H2-D1/H2-Q1/H2-Q4/H2-Q6/H2-T10/H2-T26/H2-T3/H2-T24/H2-T23/H2-T22/H2-Q7,23
GO:0002483,antigen processing and presentation of endogenous peptide antigen,22/2403,37/18994,0.594594595,4.699845913,8.573084065,2.24E-11,1.77E-09,1.51E-09,B2m/Mill2/H60c/Ulbp1/Raet1e/H60b/Tap1/Tap2/H2-M3/Tapbp/H2-K1/H2-D1/H2-Q1/H2-Q4/H2-Q6/H2-T10/H2-T26/H2-T3/H2-T24/H2-T23/H2-T22/H2-Q7,22
GO:0031577,spindle checkpoint signaling,28/2403,57/18994,0.49122807,3.88280731,8.295352408,2.28E-11,1.77E-09,1.51E-09,Nuf2/Aurka/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Stil/Kntc1/Mad2l1/Plk1/Usp44/Diaph3/Atm/Ttk/Spc24/Zwilch/Tex14/Haspin/Aurkb/Birc5/Spdl1/Trip13/Ccnb1/Gen1/Ndc80/Ska1,28
GO:0042330,taxis,107/2403,446/18994,0.239910314,1.89631981,7.289861352,2.34E-11,1.80E-09,1.53E-09,Ccl20/Ackr3/Gpr35/Fn1/Slamf1/Slamf9/Slamf8/Sell/Cxcr2/Cxcr1/Prkcq/Mmp9/Thbs1/Edn3/Cxcr3/Vcam1/Il12a/Csf1/S100a8/S100a9/S100a14/Ptafr/Pde4b/Epha7/Ccl19/Pdgfra/Stap1/Bst1/Ppbp/Pf4/Cxcl3/Cxcl1/Cxcl2/Cxcl9/Cxcl10/Ccl24/Cxcl13/Serpine1/Prok2/Klrk1/Ptpro/Alox5/Ptn/Lrtm2/Rarres2/C3ar1/Saa3/Trpm2/Mmp2/Ccl22/Cx3cl1/Ccl17/Efnb2/Calr/Fgfr1/Ednrb/Ptk2b/Gpr18/Ear1/Rnase2b/Ear6/Rnase2a/Robo3/Ephb1/Ccrl2/Xcr1/Ccr3/Ccr2/Ccr5/Ccr9/Cxcr6/Pdgfd/Cx3cr1/Fgf18/Lgals9/Ccl8/Ccl5/Ccl6/Ccl3/Ccl4/Ccl2/Ccl7/Ccl11/Mmp28/Edn1/Sema4d/Pde4d/Itga1/Cxcl14/Ccl28/Pgf/Agr2/Nr4a1/Retnlg/Casr/Trem1/Smoc2/Fpr2/Pla2g7/Ccr6/Aif1/Sema6b/Lox/Hbegf/Fgf1/Cd74/Anxa1,107
GO:0071219,cellular response to molecule of bacterial origin,72/2403,256/18994,0.28125,2.223080524,7.498092676,2.37E-11,1.80E-09,1.53E-09,Stat1/Tnfsf4/Fcgr4/Il10/Vim/B2m/Nr1h3/Gata1/Tlr2/Gbp5/Gbp3/Gbp2b/Gbp2/Il12a/Ptafr/Pde4b/Gbp10/Gbp6/Gfi1/Stap1/Ppbp/Pf4/Cxcl3/Cxcl1/Cxcl2/Cxcl9/Cxcl10/Cxcl13/Il6/Serpine1/Klrk1/Tnip3/Pycard/Trim12a/Trim12c/Trim30c/Trim30a/Trim30d/Pde2a/Trim5/Cx3cl1/Irf8/Mir27a/Ednrb/Acod1/Epsti1/Tlr9/Camp/Ccr5/Mir26a-1/Plscr2/Cx3cr1/Casp1/Csf3/Nos2/Igtp/Irgm2/Scimp/Cd300lb/Ccl2/Irgm1/Cd180/Ly86/Pde4d/Tifab/Cmpk2/Tnf/Ticam2/Cd14/Casp7/Cd274/Cd6,72
GO:0032946,positive regulation of mononuclear cell proliferation,52/2403,158/18994,0.329113924,2.601410684,7.692620573,2.67E-11,2.01E-09,1.71E-09,Tnfsf4/Cd28/Slamf1/Igfbp2/Zap70/Ptprc/Prkcq/Cd40/Nfatc2/Cd40lg/Vcam1/Il21/Cd1d1/Il12a/Csf1/Mpl/Ccl19/Bst1/Card11/Il6/Tac1/Cd4/Pycard/Spn/Flt3l/Itgal/Il15/Cd209c/Irs2/Il12rb1/Cd209e/Cd209d/Pnp/Tlr9/Ccr2/Cd3e/Ccl5/Slc4a1/Il13/Irgm1/Ighd/Hes1/H2-DMb2/H2-DMb1/Rasal3/Aif1/H2-T23/Cd74/Cd274/Cd6/Anxa1/Ccdc88b,52
GO:0050729,positive regulation of inflammatory response,50/2403,149/18994,0.33557047,2.65244507,7.706540816,2.89E-11,2.14E-09,1.82E-09,Tnfsf4/Cd28/Fcer1a/Nmi/Zbp1/Tlr2/Ptger3/Gbp5/Gbp3/Gbp2b/Gbp2/Ctss/Fcgr1/S100a8/S100a9/Alox5ap/Stap1/Ccl24/Il6/Serpine1/Snca/Tac1/Ctsc/Pycard/Kcnn4/Lilra5/Pde2a/Nkg7/Ido1/Cx3cl1/Htr2a/Ccr2/Ccr5/Casp12/Casp1/Casp4/Ifi35/Osm/Nlrp1a/Nlrp1b/Ccl5/Ccl3/Grn/Ccn4/Gsdmd/Lgals1/Mefv/Tnf/H2-T23/Tslp,50
GO:0071346,cellular response to type II interferon,42/2403,114/18994,0.368421053,2.912105482,7.792928026,3.74E-11,2.73E-09,2.32E-09,Stat1/Rab7b/Fasl/Vim/Tlr2/Gbp5/Gbp7/Gbp3/Gbp2b/Gbp2/Stxbp3/Gbp8/Gbp9/Gbp4/Gbp10/Gbp6/Gbp11/Ifngr1/Tlr3/Il12rb1/Irf8/Nlrc5/Flnb/Acod1/Epsti1/Casp1/Nos2/Igtp/Irgm2/Ccl5/Irf1/Ccl2/Irgm1/Edn1/Evl/Ciita/Parp14/Parp9/Daxx/Aif1/Tnf/H2-Q7,42
GO:0050671,positive regulation of lymphocyte proliferation,51/2403,155/18994,0.329032258,2.600765173,7.615561695,4.18E-11,3.02E-09,2.57E-09,Tnfsf4/Cd28/Slamf1/Igfbp2/Zap70/Ptprc/Prkcq/Cd40/Nfatc2/Cd40lg/Vcam1/Il21/Cd1d1/Il12a/Mpl/Ccl19/Bst1/Card11/Il6/Tac1/Cd4/Pycard/Spn/Flt3l/Itgal/Il15/Cd209c/Irs2/Il12rb1/Cd209e/Cd209d/Pnp/Tlr9/Ccr2/Cd3e/Ccl5/Slc4a1/Il13/Irgm1/Ighd/Hes1/H2-DMb2/H2-DMb1/Rasal3/Aif1/H2-T23/Cd74/Cd274/Cd6/Anxa1/Ccdc88b,51
